report_id,case_id,timestamp,subject_person_id,subject_organization_id,observation,source,reliability,confidence
INTEL_01068,,2024-11-16 08:53:11,PERSON_1257,ORG_0187,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,medium,0.74
INTEL_01069,,2025-02-25 23:01:07,PERSON_1127,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,low,0.39
INTEL_01070,,2025-01-13 17:16:08,PERSON_0724,ORG_0086,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,low,0.35
INTEL_01071,,2026-04-22 22:48:48,PERSON_0779,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,low,0.43
INTEL_01072,,2024-06-06 04:58:26,PERSON_0967,,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,high,0.76
INTEL_01073,,2025-09-17 21:13:21,PERSON_0294,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,low,0.38
INTEL_01074,,2024-10-02 11:33:26,PERSON_1421,,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,medium,0.51
INTEL_01075,,2026-06-07 16:23:31,PERSON_0264,ORG_0245,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,medium,0.68
INTEL_01076,,2026-02-28 08:40:39,PERSON_1323,,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,medium,0.66
INTEL_01077,,2025-04-13 14:42:35,PERSON_1192,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,low,0.32
INTEL_01078,,2024-07-19 02:45:23,PERSON_0743,,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,low,0.43
INTEL_01079,,2024-04-09 04:43:19,PERSON_0426,,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,medium,0.7
INTEL_01080,,2024-06-21 03:18:41,PERSON_0974,,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,medium,0.55
INTEL_01081,,2025-08-04 13:58:50,PERSON_0041,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,medium,0.7
INTEL_01082,,2025-05-04 15:45:12,PERSON_0120,,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,low,0.45
INTEL_01083,,2024-12-08 10:29:14,PERSON_0115,ORG_0014,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,medium,0.66
INTEL_01084,,2024-11-12 08:11:27,PERSON_0442,,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,medium,0.54
INTEL_01085,,2025-05-06 17:36:28,PERSON_1205,ORG_0181,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,low,0.47
INTEL_01086,,2025-11-24 19:33:46,PERSON_1361,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,medium,0.57
INTEL_01087,,2024-03-09 17:42:46,PERSON_0174,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,medium,0.7
INTEL_01088,,2025-01-22 18:30:17,PERSON_0312,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,medium,0.65
INTEL_01089,,2024-02-25 19:32:01,PERSON_0658,ORG_0242,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,low,0.34
INTEL_01090,,2024-01-31 22:50:54,PERSON_0593,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,high,0.84
INTEL_01091,,2024-07-21 11:47:11,PERSON_0565,ORG_0263,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,high,0.78
INTEL_01092,,2025-01-26 20:06:27,PERSON_1087,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,medium,0.6
INTEL_01093,,2025-12-24 17:31:34,PERSON_0455,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,low,0.31
INTEL_01094,,2025-07-10 07:31:40,PERSON_0291,,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,low,0.48
INTEL_01095,,2024-09-02 00:39:29,PERSON_0755,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,low,0.33
INTEL_01096,,2025-01-31 21:20:54,PERSON_0706,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,medium,0.52
INTEL_01097,,2024-03-13 06:31:03,PERSON_0192,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,medium,0.68
INTEL_01098,,2025-02-23 06:58:55,PERSON_0848,,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,medium,0.71
INTEL_01099,,2024-10-22 11:18:28,PERSON_1164,ORG_0042,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,high,0.8
INTEL_01100,,2026-03-10 12:05:16,PERSON_0643,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,medium,0.57
INTEL_01101,,2024-01-09 05:11:01,PERSON_0882,,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,medium,0.69
INTEL_01102,,2024-05-18 15:36:12,PERSON_0170,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,low,0.31
INTEL_01103,,2024-12-18 15:07:01,PERSON_1241,ORG_0268,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,medium,0.73
INTEL_01104,,2025-08-11 21:04:58,PERSON_0078,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,medium,0.72
INTEL_01105,,2024-01-04 04:37:53,PERSON_0544,ORG_0053,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,low,0.49
INTEL_01106,,2024-12-19 10:54:15,PERSON_1215,,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,medium,0.68
INTEL_01107,,2025-04-10 21:04:58,PERSON_0406,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,high,0.82
INTEL_01108,,2025-02-12 04:30:53,PERSON_1237,,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,high,0.82
INTEL_01109,,2025-03-19 10:50:32,PERSON_1157,,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,low,0.47
INTEL_01110,,2024-07-16 14:55:33,PERSON_0084,ORG_0218,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,medium,0.74
INTEL_01111,,2024-06-05 04:48:14,PERSON_0143,,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,low,0.47
INTEL_01112,,2026-05-29 12:39:42,PERSON_0872,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,high,0.86
INTEL_01113,,2024-07-23 08:28:00,PERSON_0352,,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,high,0.82
INTEL_01114,,2024-03-05 08:53:23,PERSON_1024,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,low,0.48
INTEL_01115,,2024-10-30 04:57:49,PERSON_0774,ORG_0140,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,medium,0.52
INTEL_01116,,2025-01-06 02:36:51,PERSON_1127,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,medium,0.61
INTEL_01117,,2025-07-28 18:49:55,PERSON_1345,,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,medium,0.53
INTEL_01118,,2024-05-24 20:40:17,PERSON_1407,ORG_0108,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,low,0.45
INTEL_01119,,2024-03-24 19:50:00,PERSON_0983,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,medium,0.62
INTEL_01120,,2024-11-03 23:20:39,PERSON_1194,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,low,0.38
INTEL_01121,,2024-06-12 11:07:15,PERSON_0716,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,low,0.41
INTEL_01122,,2024-01-28 17:17:28,PERSON_0952,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,medium,0.68
INTEL_01123,,2024-01-23 02:04:20,PERSON_0307,,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,low,0.37
INTEL_01124,,2024-06-21 16:44:36,PERSON_0640,,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,low,0.44
INTEL_01125,,2026-01-20 14:48:11,PERSON_1274,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,medium,0.7
INTEL_01126,,2024-04-04 09:46:10,PERSON_0628,,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,medium,0.74
INTEL_01127,,2024-02-28 13:54:04,PERSON_0793,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,low,0.46
INTEL_01128,,2025-02-22 06:10:00,PERSON_1444,,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,high,0.76
INTEL_01129,,2024-03-28 08:17:57,PERSON_0125,,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,low,0.31
INTEL_01130,,2024-12-21 14:39:38,PERSON_0793,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,high,0.92
INTEL_01131,,2024-09-05 20:48:06,PERSON_1076,,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,medium,0.62
INTEL_01132,,2025-04-18 23:20:06,PERSON_0113,,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,medium,0.63
INTEL_01133,,2026-03-15 06:59:43,PERSON_0214,ORG_0215,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,medium,0.58
INTEL_01134,,2025-03-21 10:57:31,PERSON_1103,ORG_0107,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,medium,0.51
INTEL_01135,,2025-12-06 10:23:43,PERSON_0835,,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,high,0.8
INTEL_01136,,2025-11-12 01:50:32,PERSON_1072,,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,low,0.41
INTEL_01137,,2024-07-03 21:39:45,PERSON_0940,ORG_0215,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,low,0.41
INTEL_01138,,2025-10-11 12:25:06,PERSON_0027,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,high,0.91
INTEL_01139,,2024-05-15 21:53:10,PERSON_0958,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,low,0.31
INTEL_01140,,2024-07-24 06:56:58,PERSON_1479,,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,low,0.33
INTEL_01141,,2025-12-23 14:32:05,PERSON_0033,,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,medium,0.58
INTEL_01142,,2024-12-07 10:13:24,PERSON_0770,ORG_0240,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,high,0.84
INTEL_01143,,2024-03-16 10:32:11,PERSON_1175,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,medium,0.54
INTEL_01144,,2024-06-20 06:00:13,PERSON_1216,,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,high,0.89
INTEL_01145,,2026-04-27 02:34:03,PERSON_0402,,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,medium,0.52
INTEL_01146,,2024-09-12 19:37:48,PERSON_0529,,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,low,0.36
INTEL_01147,,2025-11-11 16:19:39,PERSON_0738,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,low,0.38
INTEL_01148,,2025-03-16 16:16:41,PERSON_0799,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,high,0.88
INTEL_01149,,2024-07-18 12:21:27,PERSON_0158,ORG_0268,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,high,0.95
INTEL_01150,,2024-01-31 23:26:55,PERSON_0481,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,low,0.37
INTEL_01151,,2024-11-24 03:35:19,PERSON_0449,,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,medium,0.74
INTEL_01152,,2024-11-18 15:35:53,PERSON_0348,ORG_0187,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,low,0.33
INTEL_01153,,2026-04-24 07:44:53,PERSON_1014,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,low,0.35
INTEL_01154,,2026-03-27 12:31:44,PERSON_1473,,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,medium,0.69
INTEL_01155,,2024-06-03 23:45:34,PERSON_0793,,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,medium,0.59
INTEL_01156,,2025-11-28 06:22:52,PERSON_1225,ORG_0275,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,medium,0.73
INTEL_01157,,2026-06-22 15:26:42,PERSON_0322,,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,medium,0.52
INTEL_01158,,2024-12-11 07:18:34,PERSON_0274,,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,medium,0.67
INTEL_01159,,2025-05-05 19:46:08,PERSON_0110,ORG_0207,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,high,0.82
INTEL_01160,,2024-05-08 08:35:51,PERSON_1034,,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,low,0.34
INTEL_01161,,2025-02-02 18:36:52,PERSON_0969,,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,low,0.43
INTEL_01162,,2024-02-29 02:36:13,PERSON_1264,,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,high,0.8
INTEL_01163,,2024-09-24 07:44:39,PERSON_0490,ORG_0022,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,high,0.81
INTEL_01164,,2025-01-29 19:52:25,PERSON_0329,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,low,0.31
INTEL_01165,,2024-12-16 13:13:04,PERSON_1116,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,medium,0.6
INTEL_01166,,2025-11-13 23:48:10,PERSON_1004,ORG_0220,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,high,0.86
INTEL_01167,,2025-02-17 20:27:57,PERSON_0876,,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,low,0.41
INTEL_01168,,2024-08-28 23:56:25,PERSON_0298,,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,medium,0.63
INTEL_01169,,2025-08-16 04:30:44,PERSON_1474,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,medium,0.72
INTEL_01170,,2024-01-11 11:18:43,PERSON_0011,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,low,0.46
INTEL_01171,,2025-06-12 22:51:01,PERSON_0078,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,medium,0.72
INTEL_01172,,2024-08-04 11:11:50,PERSON_0032,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,medium,0.72
INTEL_01173,,2025-10-31 03:47:20,PERSON_0997,,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,medium,0.62
INTEL_01174,,2024-07-12 22:08:13,PERSON_0642,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,medium,0.64
INTEL_01175,,2024-12-14 05:39:56,PERSON_1440,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,medium,0.72
INTEL_01176,,2025-10-19 23:19:36,PERSON_0778,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,low,0.48
INTEL_01177,,2026-06-20 12:26:18,PERSON_0631,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,high,0.79
INTEL_01178,,2024-08-11 11:37:17,PERSON_0038,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,low,0.35
INTEL_01179,,2025-08-11 10:45:34,PERSON_1153,,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,high,0.76
INTEL_01180,,2025-05-01 17:43:27,PERSON_0782,ORG_0131,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,high,0.91
INTEL_01181,,2024-09-07 00:56:23,PERSON_1133,ORG_0237,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,medium,0.71
INTEL_01182,,2025-11-04 13:44:11,PERSON_0353,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,low,0.37
INTEL_01183,,2024-03-28 22:23:21,PERSON_0988,ORG_0172,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,medium,0.64
INTEL_01184,,2024-06-18 11:46:23,PERSON_0015,ORG_0127,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,high,0.87
INTEL_01185,,2025-03-26 06:59:53,PERSON_1439,ORG_0084,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,low,0.49
INTEL_01186,,2024-01-29 01:54:56,PERSON_1334,ORG_0055,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,low,0.34
INTEL_01187,,2024-12-21 01:58:32,PERSON_0350,,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,medium,0.52
INTEL_01188,,2025-06-06 10:34:07,PERSON_0316,,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,medium,0.65
INTEL_01189,,2024-06-20 04:12:59,PERSON_1024,,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,medium,0.54
INTEL_01190,,2026-01-23 21:29:32,PERSON_0089,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,medium,0.58
INTEL_01191,,2025-05-20 01:00:55,PERSON_1306,,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,low,0.42
INTEL_01192,,2025-02-13 06:05:41,PERSON_1081,,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,medium,0.67
INTEL_01193,,2024-01-17 21:53:56,PERSON_0479,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,medium,0.57
INTEL_01194,,2024-05-22 21:39:09,PERSON_0577,ORG_0128,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,low,0.35
INTEL_01195,,2024-03-03 14:41:05,PERSON_1257,ORG_0042,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,low,0.49
INTEL_01196,,2024-01-12 12:09:26,PERSON_0672,,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,medium,0.73
INTEL_01197,,2025-02-03 13:31:15,PERSON_0223,,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,low,0.43
INTEL_01198,,2026-01-26 16:16:10,PERSON_1129,,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,low,0.42
INTEL_01199,,2025-05-22 18:08:59,PERSON_1418,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,high,0.89
INTEL_01200,,2024-11-05 20:19:34,PERSON_0719,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,medium,0.61
INTEL_01201,,2025-02-24 17:30:10,PERSON_1222,ORG_0265,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,medium,0.6
INTEL_01202,,2026-06-12 06:24:45,PERSON_1130,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,medium,0.66
INTEL_01203,,2024-05-06 08:17:06,PERSON_0996,,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,high,0.85
INTEL_01204,,2025-12-31 21:17:54,PERSON_0112,,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,medium,0.53
INTEL_01205,,2024-02-10 04:58:17,PERSON_0451,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,medium,0.59
INTEL_01206,,2025-05-21 00:28:28,PERSON_0157,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,low,0.43
INTEL_01207,,2026-04-26 07:53:53,PERSON_0784,,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,high,0.78
INTEL_01208,,2026-05-20 07:48:00,PERSON_0717,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,high,0.88
INTEL_01209,,2025-07-27 22:50:31,PERSON_0669,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,medium,0.55
INTEL_01210,,2026-03-01 10:56:21,PERSON_0868,,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,low,0.41
INTEL_01211,,2024-04-17 13:11:12,PERSON_1222,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,high,0.8
INTEL_01212,,2024-09-12 06:05:08,PERSON_1233,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,low,0.41
INTEL_01213,,2026-04-29 00:02:28,PERSON_0273,ORG_0049,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,medium,0.66
INTEL_01214,,2024-03-25 07:51:15,PERSON_1034,,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,low,0.5
INTEL_01215,,2025-08-29 09:07:36,PERSON_0587,,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,low,0.4
INTEL_01216,,2026-06-25 13:55:06,PERSON_0524,,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,high,0.86
INTEL_01217,,2025-12-18 06:27:54,PERSON_0879,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,medium,0.53
INTEL_01218,,2025-12-09 12:24:14,PERSON_0417,,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,medium,0.61
INTEL_01219,,2025-03-04 18:52:06,PERSON_0560,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,high,0.88
INTEL_01220,,2026-04-08 00:04:08,PERSON_0068,,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,medium,0.69
INTEL_01221,,2024-07-17 16:11:36,PERSON_0765,ORG_0109,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,medium,0.6
INTEL_01222,,2025-05-20 22:20:30,PERSON_1228,,Unverified report suggests financial support is being routed through an intermediary.,FIELD_INTELLIGENCE_UNIT,low,0.4
INTEL_01223,,2024-07-16 20:36:02,PERSON_1457,,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,medium,0.57
INTEL_01224,,2025-02-07 09:23:28,PERSON_1469,ORG_0084,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,medium,0.74
INTEL_01225,,2025-02-03 08:50:47,PERSON_0332,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,medium,0.53
INTEL_01226,,2025-02-16 14:21:16,PERSON_0339,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,medium,0.72
INTEL_01227,,2024-05-21 00:54:53,PERSON_1062,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,medium,0.61
INTEL_01228,,2025-04-20 03:57:57,PERSON_0537,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,high,0.78
INTEL_01229,,2024-08-25 18:33:58,PERSON_0407,,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,low,0.32
INTEL_01230,,2026-03-16 12:08:13,PERSON_0980,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,low,0.42
INTEL_01231,,2024-05-26 10:38:15,PERSON_0655,,Low-confidence tip regarding possible involvement in ongoing case activity.,FIELD_INTELLIGENCE_UNIT,medium,0.6
INTEL_01232,,2026-01-14 12:54:15,PERSON_0864,,Source indicates the subject may be coordinating activities with an associate network.,FIELD_INTELLIGENCE_UNIT,medium,0.67
INTEL_01233,,2024-07-15 11:58:55,PERSON_1315,,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,medium,0.68
INTEL_01234,,2025-07-23 20:11:19,PERSON_0562,,Source with prior reliable reporting indicates increased contact frequency before an incident.,FIELD_INTELLIGENCE_UNIT,medium,0.72
INTEL_01235,,2025-02-13 21:37:16,PERSON_0459,,Field source reports subject was seen meeting with unidentified associates.,FIELD_INTELLIGENCE_UNIT,low,0.41
